inpo,col_name
0,cqi_diff1-1_max_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_min_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_sum_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_size_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_mean_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_max_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_min_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_sum_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_size_ID_1relation_int_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_size_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_mean_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_max_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_sum_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,cqi_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,mcs_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,mcs_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,mcs_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_size_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,bler_diff1-1_mean_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_max_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_min_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_sum_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_size_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_mean_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_max_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_min_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_sum_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_size_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_max_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_min_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_sum_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_size_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,access_success_rate_diff1-1_mean_ID_1fault_duration_min/10_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,data_rate_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,data_rate_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,data_rate_diff1-1_sum_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,data_rate_diff1-1_size_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,data_rate_diff1-1_mean_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,mcs_diff1-1_max_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,mcs_diff1-1_min_ID_1relation_fault_data_rate_all_diff_binary_sum__mean_en_all_rows_label0
0,TA_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,resource_utilition_rate_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,mcs_diff1-1_size_ID_1fault_duration_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_mean_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_mean_ID_1relation_hour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_mean_ID_1relation_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_max_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,data_rate_diff1-1_min_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,data_rate_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,data_rate_diff1-1_size_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,mcs_diff1-1_max_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,mcs_diff1-1_min_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,mcs_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,mcs_diff1-1_size_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,cqi_diff1-1_max_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,cqi_diff1-1_min_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,cqi_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,cqi_diff1-1_size_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,cqi_diff1-1_mean_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,bler_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,bler_diff1-1_size_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,bler_diff1-1_mean_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_min_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,cqi_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_x
0,data_rate_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_mean_ID_1relation_hour__mean_en_all_rows_label0
0,mcs_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,mcs_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,mcs_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,mcs_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,mcs_diff1-1_mean_ID_1relation_hour__mean_en_all_rows_label0
0,cqi_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_mean_ID_1relation_hour__mean_en_all_rows_label0
0,cqi_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,cqi_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,cqi_diff1-1_mean_ID_1relation_hour__mean_en_all_rows_label0
0,bler_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,bler_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,bler_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,bler_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_max_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_min_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_sum_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_size_ID_1relation_hour__mean_en_all_rows_label0
0,TA_diff1-1_max_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,TA_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,resource_utilition_rate_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,bler_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,bler_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,access_success_rate_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,bler_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,access_success_rate_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,access_success_rate_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,access_success_rate_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,access_success_rate_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,data_rate_diff1-1_max_ID_1fault_duration_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_min_ID_1fault_duration_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_sum_ID_1fault_duration_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_size_ID_1fault_duration_hour__mean_en_all_rows_label0
0,data_rate_diff1-1_mean_ID_1fault_duration_hour__mean_en_all_rows_label0
0,mcs_diff1-1_max_ID_1fault_duration_hour__mean_en_all_rows_label0
0,mcs_diff1-1_sum_ID_1fault_duration_hour__mean_en_all_rows_label0
0,bler_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,bler_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_size_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,data_rate_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,TA_diff1-1_mean_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_max_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_min_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_size_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,resource_utilition_rate_diff1-1_mean_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_max_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_min_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_sum_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,access_success_rate_diff1-1_mean_ID_1fault_duration_dayofweekhour__mean_en_all_rows_label0
0,data_rate_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,data_rate_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,cqi_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,data_rate_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,data_rate_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,mcs_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,mcs_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,mcs_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,mcs_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,mcs_diff1-1_mean_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,cqi_diff1-1_max_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,cqi_diff1-1_min_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,cqi_diff1-1_sum_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,cqi_diff1-1_size_ID_1fault_duration_dayofweek__mean_en_all_rows_label0
0,access_success_rate_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,TA_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,TA_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,TA_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,TA_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,bler_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,data_rate_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_y
0,data_rate_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_y
0,data_rate_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_y
0,data_rate_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_y
0,data_rate_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_y
0,mcs_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_y
0,mcs_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_y
0,mcs_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_y
0,mcs_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_y
0,mcs_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_y
0,TA_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,bler_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,access_success_rate_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_x
0,data_rate_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,resource_utilition_rate_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,resource_utilition_rate_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,access_success_rate_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,access_success_rate_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,access_success_rate_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,access_success_rate_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,access_success_rate_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_y
0,data_rate_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,data_rate_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,data_rate_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,data_rate_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,bler_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,mcs_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,mcs_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,mcs_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,mcs_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,mcs_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,cqi_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,cqi_diff1-1_sum_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,cqi_diff1-1_size_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,cqi_diff1-1_mean_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,bler_diff1-1_max_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,bler_diff1-1_min_ID_1relation_dayofweekhour__mean_en_all_rows_label0_x
0,cqi_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_y
0,cqi_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_y
0,cqi_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_y
0,bler_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_x
0,mcs_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_x
0,mcs_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_x
0,mcs_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_x
0,mcs_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_x
0,cqi_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_x
0,cqi_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_x
0,cqi_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_x
0,cqi_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_x
0,cqi_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_x
0,bler_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_x
0,bler_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_x
0,bler_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_x
0,cqi_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_y
0,bler_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_x
0,TA_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_x
0,TA_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_x
0,TA_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_x
0,TA_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_x
0,TA_diff1-1_mean_ID_1relation_weekday__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_max_ID_1relation_weekday__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_min_ID_1relation_weekday__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_sum_ID_1relation_weekday__mean_en_all_rows_label0_x
0,resource_utilition_rate_diff1-1_size_ID_1relation_weekday__mean_en_all_rows_label0_x
